invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall,sales,cogs,profit,inventory_days,movement_type,profit_margin,overstock_alert
I252554,C130720,Male,66,Cosmetics,2,81.32,Credit Card,19-08-2021,Emaar Square Mall,162.64,113.84799999999998,48.792,104,Slow Moving,30.000000000000004,Healthy
I204623,C256755,Female,46,Clothing,3,900.24,Cash,21-08-2022,Mall of Istanbul,2700.7200000000003,1890.5040000000001,810.2160000000001,81,Slow Moving,30.000000000000004,Healthy
I212186,C222250,Male,36,Food & Beverage,3,15.69,Credit Card,15-02-2021,Kanyon,47.07,32.949,14.121000000000002,111,Slow Moving,30.000000000000004,Healthy
I435093,C461133,Female,64,Food & Beverage,4,20.92,Debit Card,28-06-2021,Kanyon,83.68,58.576,25.104000000000006,7,Fast Moving,30.000000000000004,Healthy
I251648,C200881,Male,53,Shoes,3,1800.51,Cash,29-05-2021,Kanyon,5401.53,3781.0709999999995,1620.4590000000003,37,Fast Moving,30.000000000000004,Healthy
I156107,C164916,Male,66,Cosmetics,1,40.66,Credit Card,14-07-2021,Istinye Park,40.66,28.461999999999996,12.198,10,Fast Moving,30.000000000000004,Healthy
I160481,C143944,Female,19,Shoes,1,600.17,Credit Card,31-12-2021,Mall of Istanbul,600.17,420.11899999999997,180.051,54,Fast Moving,30.0,Healthy
I134879,C184428,Female,55,Souvenir,5,58.65,Cash,03-09-2022,Kanyon,293.25,205.27499999999998,87.97500000000002,14,Fast Moving,30.00000000000001,Healthy
I139920,C229001,Male,50,Food & Beverage,5,26.15,Credit Card,27-09-2022,Metropol AVM,130.75,91.52499999999999,39.22500000000001,9,Fast Moving,30.000000000000004,Healthy
I289344,C197522,Male,39,Cosmetics,4,162.64,Credit Card,17-01-2023,Emaar Square Mall,650.56,455.39199999999994,195.168,27,Fast Moving,30.000000000000004,Healthy
I281376,C299443,Male,64,Shoes,4,2400.68,Credit Card,07-10-2021,Mall of Istanbul,9602.72,6721.9039999999995,2880.816,14,Fast Moving,30.0,Healthy
I169319,C151752,Male,22,Books,4,60.6,Debit Card,03-06-2022,Metropol AVM,242.4,169.68,72.72,48,Fast Moving,30.0,Healthy
I328845,C582235,Female,49,Technology,5,5250.0,Debit Card,24-05-2021,Mall of Istanbul,26250.0,18375.0,7875.0,6,Fast Moving,30.0,Healthy
I228840,C128660,Female,45,Clothing,2,600.16,Credit Card,05-03-2023,Kanyon,1200.32,840.2239999999999,360.096,17,Fast Moving,30.000000000000004,Healthy
I227550,C212483,Male,52,Toys,5,179.2,Cash,12-12-2022,Metrocity,896.0,627.1999999999999,268.80000000000007,44,Fast Moving,30.00000000000001,Healthy
I223232,C523660,Male,42,Clothing,1,300.08,Cash,25-08-2022,Metrocity,300.08,210.05599999999998,90.024,6,Fast Moving,30.000000000000004,Healthy
I161152,C432354,Male,55,Cosmetics,2,81.32,Cash,11-02-2021,Mall of Istanbul,162.64,113.84799999999998,48.792,88,Slow Moving,30.000000000000004,Healthy
I395632,C183706,Male,63,Toys,2,71.68,Cash,14-05-2022,Kanyon,143.36,100.352,43.00800000000001,69,Fast Moving,30.000000000000004,Healthy
I201969,C211766,Female,32,Food & Beverage,5,26.15,Credit Card,03-12-2021,Forum Istanbul,130.75,91.52499999999999,39.22500000000001,67,Fast Moving,30.000000000000004,Healthy
I271715,C271297,Female,49,Clothing,5,1500.4,Cash,02-01-2021,Metropol AVM,7502.0,5251.4,2250.6000000000004,105,Slow Moving,30.000000000000004,Healthy
I682326,C307855,Female,24,Technology,5,5250.0,Cash,25-10-2021,Mall of Istanbul,26250.0,18375.0,7875.0,77,Slow Moving,30.0,Healthy
I175726,C130682,Female,37,Clothing,2,600.16,Cash,16-07-2021,Metrocity,1200.32,840.2239999999999,360.096,21,Fast Moving,30.000000000000004,Healthy
I885734,C105423,Female,41,Clothing,1,300.08,Cash,26-10-2021,Kanyon,300.08,210.05599999999998,90.024,13,Fast Moving,30.000000000000004,Healthy
I133667,C193454,Female,39,Toys,3,107.52,Debit Card,30-01-2022,Viaport Outlet,322.56,225.79199999999997,96.76800000000003,79,Slow Moving,30.00000000000001,Healthy
I420393,C170711,Male,19,Shoes,4,2400.68,Debit Card,02-05-2021,Metrocity,9602.72,6721.9039999999995,2880.816,19,Fast Moving,30.0,Healthy
I313796,C399735,Female,59,Clothing,2,600.16,Cash,23-12-2021,Mall of Istanbul,1200.32,840.2239999999999,360.096,28,Fast Moving,30.000000000000004,Healthy
I133368,C330736,Female,68,Souvenir,4,46.92,Debit Card,15-05-2022,Mall of Istanbul,187.68,131.376,56.304,42,Fast Moving,30.0,Healthy
I788763,C200345,Female,52,Toys,3,107.52,Credit Card,19-10-2021,Kanyon,322.56,225.79199999999997,96.76800000000003,39,Fast Moving,30.00000000000001,Healthy
I205094,C101897,Female,60,Clothing,4,1200.32,Cash,09-06-2021,Emaar Square Mall,4801.28,3360.8959999999997,1440.384,98,Slow Moving,30.000000000000004,Healthy
I197681,C106311,Male,39,Clothing,2,600.16,Credit Card,15-03-2022,Metrocity,1200.32,840.2239999999999,360.096,99,Slow Moving,30.000000000000004,Healthy
I133290,C334601,Female,26,Clothing,5,1500.4,Cash,08-01-2023,Metrocity,7502.0,5251.4,2250.6000000000004,53,Fast Moving,30.000000000000004,Healthy
I239562,C294370,Female,33,Clothing,2,600.16,Credit Card,21-02-2022,Kanyon,1200.32,840.2239999999999,360.096,73,Fast Moving,30.000000000000004,Healthy
I267453,C189027,Male,57,Clothing,5,1500.4,Credit Card,31-03-2021,Emaar Square Mall,7502.0,5251.4,2250.6000000000004,66,Fast Moving,30.000000000000004,Healthy
I305557,C278541,Female,52,Food & Beverage,5,26.15,Credit Card,04-04-2022,Forum Istanbul,130.75,91.52499999999999,39.22500000000001,64,Fast Moving,30.000000000000004,Healthy
I151666,C274501,Female,26,Food & Beverage,2,10.46,Cash,11-10-2021,Cevahir AVM,20.92,14.644,6.276000000000002,112,Slow Moving,30.000000000000004,Healthy
I208609,C221164,Male,63,Clothing,1,300.08,Credit Card,27-01-2021,Mall of Istanbul,300.08,210.05599999999998,90.024,54,Fast Moving,30.000000000000004,Healthy
I140001,C260060,Female,33,Souvenir,4,46.92,Debit Card,23-09-2021,Metrocity,187.68,131.376,56.304,82,Slow Moving,30.0,Healthy
I340342,C295466,Male,55,Food & Beverage,1,5.23,Cash,04-03-2023,Metrocity,5.23,3.661,1.5690000000000004,79,Slow Moving,30.000000000000004,Healthy
I186496,C145650,Female,26,Cosmetics,4,162.64,Cash,16-08-2022,Metropol AVM,650.56,455.39199999999994,195.168,13,Fast Moving,30.000000000000004,Healthy
I280022,C787279,Female,67,Clothing,5,1500.4,Cash,05-06-2021,Zorlu Center,7502.0,5251.4,2250.6000000000004,38,Fast Moving,30.000000000000004,Healthy
I171740,C279904,Male,64,Clothing,3,900.24,Credit Card,29-11-2021,Kanyon,2700.7200000000003,1890.5040000000001,810.2160000000001,80,Slow Moving,30.000000000000004,Healthy
I421240,C382952,Male,18,Souvenir,2,23.46,Credit Card,28-01-2023,Istinye Park,46.92,32.844,14.076,103,Slow Moving,30.0,Healthy
I148062,C223465,Female,57,Cosmetics,5,203.3,Cash,23-12-2021,Kanyon,1016.5,711.55,304.95000000000005,39,Fast Moving,30.000000000000004,Healthy
I416352,C373731,Female,40,Food & Beverage,3,15.69,Credit Card,12-05-2022,Viaport Outlet,47.07,32.949,14.121000000000002,5,Fast Moving,30.000000000000004,Healthy
I163397,C224169,Male,46,Food & Beverage,1,5.23,Credit Card,19-05-2022,Kanyon,5.23,3.661,1.5690000000000004,44,Fast Moving,30.000000000000004,Healthy
I235220,C276445,Male,21,Clothing,2,600.16,Credit Card,04-10-2021,Mall of Istanbul,1200.32,840.2239999999999,360.096,68,Fast Moving,30.000000000000004,Healthy
I143441,C194327,Female,48,Toys,4,143.36,Debit Card,22-11-2021,Metrocity,573.44,401.408,172.03200000000004,26,Fast Moving,30.000000000000004,Healthy
I205540,C232136,Male,24,Clothing,2,600.16,Credit Card,02-06-2021,Metrocity,1200.32,840.2239999999999,360.096,64,Fast Moving,30.000000000000004,Healthy
I236726,C186023,Male,69,Toys,2,71.68,Cash,12-10-2021,Viaport Outlet,143.36,100.352,43.00800000000001,68,Fast Moving,30.000000000000004,Healthy
I156867,C336395,Female,45,Food & Beverage,5,26.15,Credit Card,12-12-2021,Emaar Square Mall,130.75,91.52499999999999,39.22500000000001,97,Slow Moving,30.000000000000004,Healthy
I109824,C183611,Female,59,Clothing,1,300.08,Cash,20-09-2021,Mall of Istanbul,300.08,210.05599999999998,90.024,76,Slow Moving,30.000000000000004,Healthy
I179626,C425857,Male,43,Clothing,1,300.08,Credit Card,04-03-2022,Mall of Istanbul,300.08,210.05599999999998,90.024,15,Fast Moving,30.000000000000004,Healthy
I304932,C935162,Female,47,Clothing,2,600.16,Cash,21-12-2022,Istinye Park,1200.32,840.2239999999999,360.096,109,Slow Moving,30.000000000000004,Healthy
I336420,C858254,Male,33,Cosmetics,2,81.32,Cash,24-04-2022,Metrocity,162.64,113.84799999999998,48.792,105,Slow Moving,30.000000000000004,Healthy
I697021,C284961,Male,69,Shoes,5,3000.85,Cash,11-03-2022,Forum Istanbul,15004.25,10502.974999999999,4501.2750000000015,18,Fast Moving,30.00000000000001,Healthy
I656719,C216268,Male,57,Clothing,3,900.24,Cash,27-12-2022,Forum Istanbul,2700.7200000000003,1890.5040000000001,810.2160000000001,64,Fast Moving,30.000000000000004,Healthy
I642158,C257213,Female,46,Clothing,4,1200.32,Credit Card,05-07-2021,Metrocity,4801.28,3360.8959999999997,1440.384,34,Fast Moving,30.000000000000004,Healthy
I875030,C241204,Male,48,Books,1,15.15,Credit Card,20-10-2021,Mall of Istanbul,15.15,10.605,4.545,39,Fast Moving,30.0,Healthy
I136612,C182933,Male,30,Cosmetics,4,162.64,Debit Card,03-02-2022,Metrocity,650.56,455.39199999999994,195.168,89,Slow Moving,30.000000000000004,Healthy
I158638,C261165,Female,18,Clothing,5,1500.4,Cash,22-10-2022,Mall of Istanbul,7502.0,5251.4,2250.6000000000004,41,Fast Moving,30.000000000000004,Healthy
I201067,C876858,Male,49,Food & Beverage,2,10.46,Credit Card,12-10-2021,Kanyon,20.92,14.644,6.276000000000002,9,Fast Moving,30.000000000000004,Healthy
I189042,C215484,Female,43,Clothing,4,1200.32,Debit Card,12-01-2022,Kanyon,4801.28,3360.8959999999997,1440.384,87,Slow Moving,30.000000000000004,Healthy
I132312,C313275,Female,34,Souvenir,5,58.65,Cash,14-01-2023,Kanyon,293.25,205.27499999999998,87.97500000000002,82,Slow Moving,30.00000000000001,Healthy
I114009,C334382,Female,39,Books,2,30.3,Credit Card,17-03-2022,Mall of Istanbul,60.6,42.42,18.18,30,Fast Moving,30.0,Healthy
I169226,C123988,Male,20,Toys,3,107.52,Debit Card,30-10-2022,Kanyon,322.56,225.79199999999997,96.76800000000003,66,Fast Moving,30.00000000000001,Healthy
I328925,C271255,Male,68,Clothing,2,600.16,Credit Card,08-06-2022,Metropol AVM,1200.32,840.2239999999999,360.096,8,Fast Moving,30.000000000000004,Healthy
I230744,C176802,Female,49,Shoes,2,1200.34,Credit Card,04-07-2021,Emaar Square Mall,2400.68,1680.4759999999999,720.204,93,Slow Moving,30.0,Healthy
I279659,C327424,Male,58,Cosmetics,2,81.32,Cash,31-03-2022,Istinye Park,162.64,113.84799999999998,48.792,113,Slow Moving,30.000000000000004,Healthy
I230830,C235398,Female,26,Clothing,2,600.16,Cash,20-11-2022,Kanyon,1200.32,840.2239999999999,360.096,46,Fast Moving,30.000000000000004,Healthy
I392560,C892096,Male,24,Cosmetics,3,121.98,Cash,22-02-2023,Metropol AVM,365.94,256.15799999999996,109.78200000000004,93,Slow Moving,30.00000000000001,Healthy
I165160,C321209,Male,61,Shoes,1,600.17,Cash,26-04-2022,Cevahir AVM,600.17,420.11899999999997,180.051,22,Fast Moving,30.0,Healthy
I251504,C166181,Male,42,Clothing,2,600.16,Credit Card,25-02-2022,Kanyon,1200.32,840.2239999999999,360.096,44,Fast Moving,30.000000000000004,Healthy
I154160,C255639,Female,64,Cosmetics,1,40.66,Cash,24-11-2022,Metrocity,40.66,28.461999999999996,12.198,76,Slow Moving,30.000000000000004,Healthy
I383351,C207215,Male,30,Clothing,1,300.08,Credit Card,11-12-2021,Zorlu Center,300.08,210.05599999999998,90.024,43,Fast Moving,30.000000000000004,Healthy
I139455,C133833,Female,69,Toys,5,179.2,Cash,17-03-2021,Forum Istanbul,896.0,627.1999999999999,268.80000000000007,108,Slow Moving,30.00000000000001,Healthy
I166541,C176572,Female,38,Clothing,3,900.24,Credit Card,25-04-2021,Forum Istanbul,2700.7200000000003,1890.5040000000001,810.2160000000001,18,Fast Moving,30.000000000000004,Healthy
I241341,C172351,Male,30,Cosmetics,4,162.64,Credit Card,23-04-2021,Mall of Istanbul,650.56,455.39199999999994,195.168,36,Fast Moving,30.000000000000004,Healthy
I757754,C104728,Female,18,Clothing,5,1500.4,Credit Card,16-06-2021,Metrocity,7502.0,5251.4,2250.6000000000004,55,Fast Moving,30.000000000000004,Healthy
I970588,C232031,Female,58,Clothing,1,300.08,Cash,14-06-2021,Kanyon,300.08,210.05599999999998,90.024,42,Fast Moving,30.000000000000004,Healthy
I137571,C210848,Male,35,Toys,4,143.36,Cash,13-02-2021,Kanyon,573.44,401.408,172.03200000000004,101,Slow Moving,30.000000000000004,Healthy
I807995,C298103,Female,31,Food & Beverage,5,26.15,Cash,22-06-2022,Metropol AVM,130.75,91.52499999999999,39.22500000000001,27,Fast Moving,30.000000000000004,Healthy
I957100,C431872,Male,26,Clothing,3,900.24,Cash,25-09-2021,Kanyon,2700.7200000000003,1890.5040000000001,810.2160000000001,67,Fast Moving,30.000000000000004,Healthy
I169599,C485668,Male,22,Toys,1,35.84,Credit Card,28-09-2021,Metropol AVM,35.84,25.088,10.752000000000002,19,Fast Moving,30.000000000000004,Healthy
I470040,C144162,Male,28,Clothing,3,900.24,Credit Card,27-09-2022,Mall of Istanbul,2700.7200000000003,1890.5040000000001,810.2160000000001,101,Slow Moving,30.000000000000004,Healthy
I140941,C182320,Female,29,Shoes,3,1800.51,Cash,16-06-2021,Mall of Istanbul,5401.53,3781.0709999999995,1620.4590000000003,29,Fast Moving,30.000000000000004,Healthy
I102404,C142061,Male,38,Clothing,4,1200.32,Credit Card,13-12-2021,Mall of Istanbul,4801.28,3360.8959999999997,1440.384,21,Fast Moving,30.000000000000004,Healthy
I300350,C235773,Female,51,Souvenir,4,46.92,Debit Card,02-03-2021,Metropol AVM,187.68,131.376,56.304,101,Slow Moving,30.0,Healthy
I306769,C325524,Female,55,Food & Beverage,4,20.92,Debit Card,24-03-2022,Zorlu Center,83.68,58.576,25.104000000000006,115,Slow Moving,30.000000000000004,Healthy
I880901,C214831,Female,47,Food & Beverage,2,10.46,Cash,08-01-2021,Kanyon,20.92,14.644,6.276000000000002,70,Fast Moving,30.000000000000004,Healthy
I301174,C119219,Female,68,Shoes,2,1200.34,Credit Card,15-01-2023,Metrocity,2400.68,1680.4759999999999,720.204,82,Slow Moving,30.0,Healthy
I146964,C761041,Female,57,Toys,2,71.68,Cash,23-08-2021,Kanyon,143.36,100.352,43.00800000000001,57,Fast Moving,30.000000000000004,Healthy
I868386,C269430,Male,30,Cosmetics,4,162.64,Cash,05-12-2021,Kanyon,650.56,455.39199999999994,195.168,108,Slow Moving,30.000000000000004,Healthy
I217437,C116921,Female,53,Food & Beverage,5,26.15,Credit Card,19-04-2022,Mall of Istanbul,130.75,91.52499999999999,39.22500000000001,108,Slow Moving,30.000000000000004,Healthy
I282799,C721239,Female,67,Toys,5,179.2,Cash,29-10-2022,Istinye Park,896.0,627.1999999999999,268.80000000000007,55,Fast Moving,30.00000000000001,Healthy
I132817,C507725,Female,27,Shoes,5,3000.85,Credit Card,19-07-2021,Mall of Istanbul,15004.25,10502.974999999999,4501.2750000000015,43,Fast Moving,30.00000000000001,Healthy
I206949,C133603,Female,63,Clothing,5,1500.4,Cash,19-07-2021,Mall of Istanbul,7502.0,5251.4,2250.6000000000004,55,Fast Moving,30.000000000000004,Healthy
I928847,C855678,Female,35,Food & Beverage,3,15.69,Credit Card,23-10-2021,Istinye Park,47.07,32.949,14.121000000000002,74,Fast Moving,30.000000000000004,Healthy
I163935,C297669,Male,62,Clothing,4,1200.32,Debit Card,07-01-2021,Kanyon,4801.28,3360.8959999999997,1440.384,10,Fast Moving,30.000000000000004,Healthy
I327028,C324332,Female,20,Clothing,4,1200.32,Cash,02-10-2021,Forum Istanbul,4801.28,3360.8959999999997,1440.384,71,Fast Moving,30.000000000000004,Healthy
I240617,C239313,Male,34,Cosmetics,5,203.3,Credit Card,29-05-2021,Kanyon,1016.5,711.55,304.95000000000005,11,Fast Moving,30.000000000000004,Healthy
I174053,C485136,Male,56,Toys,3,107.52,Credit Card,26-08-2021,Kanyon,322.56,225.79199999999997,96.76800000000003,55,Fast Moving,30.00000000000001,Healthy
I320437,C866676,Male,22,Clothing,1,300.08,Credit Card,19-02-2022,Metrocity,300.08,210.05599999999998,90.024,76,Slow Moving,30.000000000000004,Healthy
I129150,C336940,Female,61,Cosmetics,5,203.3,Cash,21-03-2021,Emaar Square Mall,1016.5,711.55,304.95000000000005,46,Fast Moving,30.000000000000004,Healthy
I220277,C190660,Male,54,Books,4,60.6,Credit Card,30-07-2021,Metrocity,242.4,169.68,72.72,68,Fast Moving,30.0,Healthy
I332398,C986930,Female,63,Shoes,2,1200.34,Credit Card,14-12-2022,Metrocity,2400.68,1680.4759999999999,720.204,19,Fast Moving,30.0,Healthy
I284561,C738384,Male,25,Clothing,5,1500.4,Cash,13-02-2022,Istinye Park,7502.0,5251.4,2250.6000000000004,115,Slow Moving,30.000000000000004,Healthy
I659761,C144584,Female,47,Clothing,1,300.08,Credit Card,18-01-2021,Kanyon,300.08,210.05599999999998,90.024,33,Fast Moving,30.000000000000004,Healthy
I131914,C283898,Female,44,Shoes,2,1200.34,Cash,25-08-2022,Kanyon,2400.68,1680.4759999999999,720.204,37,Fast Moving,30.0,Healthy
I310772,C237664,Female,54,Shoes,5,3000.85,Cash,19-05-2021,Istinye Park,15004.25,10502.974999999999,4501.2750000000015,98,Slow Moving,30.00000000000001,Healthy
I227236,C273853,Female,62,Shoes,3,1800.51,Debit Card,18-02-2023,Mall of Istanbul,5401.53,3781.0709999999995,1620.4590000000003,107,Slow Moving,30.000000000000004,Healthy
I162777,C807680,Male,48,Food & Beverage,5,26.15,Cash,16-05-2022,Metrocity,130.75,91.52499999999999,39.22500000000001,31,Fast Moving,30.000000000000004,Healthy
I300240,C832533,Male,58,Clothing,5,1500.4,Cash,11-10-2022,Mall of Istanbul,7502.0,5251.4,2250.6000000000004,40,Fast Moving,30.000000000000004,Healthy
I240951,C201574,Male,31,Cosmetics,3,121.98,Cash,21-12-2022,Kanyon,365.94,256.15799999999996,109.78200000000004,33,Fast Moving,30.00000000000001,Healthy
I140289,C292453,Male,53,Cosmetics,4,162.64,Debit Card,06-12-2021,Mall of Istanbul,650.56,455.39199999999994,195.168,42,Fast Moving,30.000000000000004,Healthy
I227560,C121797,Male,55,Technology,1,1050.0,Cash,25-07-2021,Mall of Istanbul,1050.0,735.0,315.0,61,Fast Moving,30.0,Healthy
I168758,C111342,Male,46,Clothing,1,300.08,Cash,23-10-2021,Mall of Istanbul,300.08,210.05599999999998,90.024,101,Slow Moving,30.000000000000004,Healthy
I134212,C135306,Male,20,Clothing,4,1200.32,Credit Card,11-09-2021,Metropol AVM,4801.28,3360.8959999999997,1440.384,105,Slow Moving,30.000000000000004,Healthy
I221692,C295218,Female,58,Books,4,60.6,Credit Card,16-10-2021,Metropol AVM,242.4,169.68,72.72,31,Fast Moving,30.0,Healthy
I335631,C193441,Male,49,Books,4,60.6,Cash,10-12-2021,Mall of Istanbul,242.4,169.68,72.72,59,Fast Moving,30.0,Healthy
I171398,C526385,Male,63,Clothing,4,1200.32,Cash,22-04-2021,Viaport Outlet,4801.28,3360.8959999999997,1440.384,37,Fast Moving,30.000000000000004,Healthy
I333138,C172204,Male,42,Clothing,2,600.16,Credit Card,19-02-2022,Kanyon,1200.32,840.2239999999999,360.096,72,Fast Moving,30.000000000000004,Healthy
I186856,C457598,Female,40,Food & Beverage,5,26.15,Credit Card,06-10-2021,Kanyon,130.75,91.52499999999999,39.22500000000001,90,Slow Moving,30.000000000000004,Healthy
I326733,C247589,Male,28,Technology,2,2100.0,Credit Card,13-08-2022,Kanyon,4200.0,2940.0,1260.0,70,Fast Moving,30.0,Healthy
I329009,C198161,Female,68,Cosmetics,4,162.64,Credit Card,20-02-2023,Mall of Istanbul,650.56,455.39199999999994,195.168,14,Fast Moving,30.000000000000004,Healthy
I274131,C118460,Female,23,Food & Beverage,4,20.92,Cash,01-03-2021,Emaar Square Mall,83.68,58.576,25.104000000000006,9,Fast Moving,30.000000000000004,Healthy
I402704,C121551,Male,28,Clothing,3,900.24,Credit Card,08-06-2021,Forum Istanbul,2700.7200000000003,1890.5040000000001,810.2160000000001,78,Slow Moving,30.000000000000004,Healthy
I158587,C119297,Male,40,Clothing,3,900.24,Credit Card,09-03-2022,Mall of Istanbul,2700.7200000000003,1890.5040000000001,810.2160000000001,101,Slow Moving,30.000000000000004,Healthy
I332029,C301181,Female,18,Shoes,3,1800.51,Credit Card,03-04-2022,Metrocity,5401.53,3781.0709999999995,1620.4590000000003,42,Fast Moving,30.000000000000004,Healthy
I166536,C106583,Female,56,Toys,5,179.2,Credit Card,11-02-2022,Mall of Istanbul,896.0,627.1999999999999,268.80000000000007,17,Fast Moving,30.00000000000001,Healthy
I178847,C803010,Male,38,Toys,1,35.84,Cash,22-11-2022,Istinye Park,35.84,25.088,10.752000000000002,35,Fast Moving,30.000000000000004,Healthy
I290172,C195405,Female,22,Clothing,4,1200.32,Credit Card,06-11-2021,Metropol AVM,4801.28,3360.8959999999997,1440.384,51,Fast Moving,30.000000000000004,Healthy
I150992,C765432,Female,63,Shoes,5,3000.85,Credit Card,16-05-2022,Viaport Outlet,15004.25,10502.974999999999,4501.2750000000015,104,Slow Moving,30.00000000000001,Healthy
I217749,C105743,Female,51,Shoes,1,600.17,Credit Card,03-10-2022,Mall of Istanbul,600.17,420.11899999999997,180.051,113,Slow Moving,30.0,Healthy
I221374,C261344,Female,45,Souvenir,4,46.92,Debit Card,22-02-2021,Kanyon,187.68,131.376,56.304,92,Slow Moving,30.0,Healthy
I259652,C304389,Female,27,Food & Beverage,5,26.15,Cash,02-11-2022,Metropol AVM,130.75,91.52499999999999,39.22500000000001,56,Fast Moving,30.000000000000004,Healthy
I155958,C184300,Male,51,Clothing,5,1500.4,Credit Card,15-02-2022,Metropol AVM,7502.0,5251.4,2250.6000000000004,60,Fast Moving,30.000000000000004,Healthy
I322307,C119894,Female,23,Food & Beverage,5,26.15,Credit Card,04-07-2022,Kanyon,130.75,91.52499999999999,39.22500000000001,19,Fast Moving,30.000000000000004,Healthy
I157026,C329000,Female,29,Shoes,5,3000.85,Credit Card,05-08-2021,Istinye Park,15004.25,10502.974999999999,4501.2750000000015,33,Fast Moving,30.00000000000001,Healthy
I425665,C309515,Female,48,Toys,4,143.36,Credit Card,18-05-2022,Zorlu Center,573.44,401.408,172.03200000000004,12,Fast Moving,30.000000000000004,Healthy
I263059,C123711,Male,19,Clothing,1,300.08,Credit Card,17-06-2022,Metrocity,300.08,210.05599999999998,90.024,9,Fast Moving,30.000000000000004,Healthy
I329561,C193264,Male,30,Food & Beverage,2,10.46,Credit Card,18-11-2022,Mall of Istanbul,20.92,14.644,6.276000000000002,33,Fast Moving,30.000000000000004,Healthy
I122358,C537541,Female,32,Clothing,1,300.08,Credit Card,14-08-2022,Istinye Park,300.08,210.05599999999998,90.024,51,Fast Moving,30.000000000000004,Healthy
I282887,C478916,Male,49,Clothing,5,1500.4,Cash,04-04-2022,Mall of Istanbul,7502.0,5251.4,2250.6000000000004,72,Fast Moving,30.000000000000004,Healthy
I133527,C131842,Female,31,Food & Beverage,1,5.23,Debit Card,12-01-2023,Mall of Istanbul,5.23,3.661,1.5690000000000004,80,Slow Moving,30.000000000000004,Healthy
I310220,C316343,Female,39,Books,4,60.6,Cash,01-09-2021,Kanyon,242.4,169.68,72.72,49,Fast Moving,30.0,Healthy
I145411,C331387,Male,20,Toys,2,71.68,Debit Card,25-04-2021,Metrocity,143.36,100.352,43.00800000000001,6,Fast Moving,30.000000000000004,Healthy
I627211,C292307,Female,51,Clothing,2,600.16,Cash,14-10-2022,Kanyon,1200.32,840.2239999999999,360.096,31,Fast Moving,30.000000000000004,Healthy
I161637,C224991,Male,52,Cosmetics,4,162.64,Cash,07-05-2022,Metrocity,650.56,455.39199999999994,195.168,99,Slow Moving,30.000000000000004,Healthy
I796389,C244694,Female,60,Clothing,1,300.08,Cash,11-09-2021,Kanyon,300.08,210.05599999999998,90.024,119,Slow Moving,30.000000000000004,Healthy
I123765,C925796,Female,21,Food & Beverage,3,15.69,Credit Card,11-02-2021,Kanyon,47.07,32.949,14.121000000000002,119,Slow Moving,30.000000000000004,Healthy
I287793,C327954,Female,28,Clothing,4,1200.32,Credit Card,12-11-2021,Istinye Park,4801.28,3360.8959999999997,1440.384,40,Fast Moving,30.000000000000004,Healthy
I819684,C323574,Female,58,Clothing,4,1200.32,Cash,10-07-2021,Kanyon,4801.28,3360.8959999999997,1440.384,40,Fast Moving,30.000000000000004,Healthy
I280717,C136014,Male,49,Cosmetics,1,40.66,Cash,18-01-2023,Metropol AVM,40.66,28.461999999999996,12.198,30,Fast Moving,30.000000000000004,Healthy
I310846,C240325,Female,41,Food & Beverage,1,5.23,Debit Card,10-01-2021,Metrocity,5.23,3.661,1.5690000000000004,47,Fast Moving,30.000000000000004,Healthy
I160651,C213981,Female,36,Clothing,5,1500.4,Credit Card,17-03-2021,Mall of Istanbul,7502.0,5251.4,2250.6000000000004,31,Fast Moving,30.000000000000004,Healthy
I157192,C283350,Female,29,Cosmetics,5,203.3,Credit Card,24-01-2023,Mall of Istanbul,1016.5,711.55,304.95000000000005,73,Fast Moving,30.000000000000004,Healthy
I330593,C682406,Female,41,Shoes,5,3000.85,Cash,28-10-2022,Kanyon,15004.25,10502.974999999999,4501.2750000000015,24,Fast Moving,30.00000000000001,Healthy
I270089,C496393,Female,42,Shoes,4,2400.68,Credit Card,11-10-2022,Istinye Park,9602.72,6721.9039999999995,2880.816,15,Fast Moving,30.0,Healthy
I101731,C125296,Female,41,Books,3,45.45,Cash,23-01-2023,Mall of Istanbul,136.35000000000002,95.44500000000001,40.905000000000015,78,Slow Moving,30.000000000000004,Healthy
I179183,C115059,Female,21,Souvenir,1,11.73,Debit Card,09-09-2022,Mall of Istanbul,11.73,8.211,3.519,108,Slow Moving,30.0,Healthy
I267365,C315888,Male,29,Books,1,15.15,Cash,09-05-2022,Istinye Park,15.15,10.605,4.545,42,Fast Moving,30.0,Healthy
I135796,C170508,Female,21,Cosmetics,2,81.32,Cash,03-03-2023,Kanyon,162.64,113.84799999999998,48.792,10,Fast Moving,30.000000000000004,Healthy
I293694,C336846,Female,38,Clothing,5,1500.4,Credit Card,12-04-2021,Emaar Square Mall,7502.0,5251.4,2250.6000000000004,76,Slow Moving,30.000000000000004,Healthy
I195497,C387559,Male,44,Clothing,2,600.16,Debit Card,09-08-2022,Viaport Outlet,1200.32,840.2239999999999,360.096,27,Fast Moving,30.000000000000004,Healthy
I142782,C276122,Female,40,Technology,3,3150.0,Credit Card,21-01-2022,Mall of Istanbul,9450.0,6615.0,2835.0,51,Fast Moving,30.0,Healthy
I202675,C301894,Male,26,Souvenir,4,46.92,Cash,21-02-2022,Viaport Outlet,187.68,131.376,56.304,94,Slow Moving,30.0,Healthy
